0.40117 -0.650652 -0.581187
0.563349 -0.637634 -0.445532
0.72615 -0.567874 -0.298604
0.854515 -0.464442 -0.185508
0.93717 -0.327407 -0.0726914
0.953846 0.228616 -0.0944174
0.919449 0.307609 -0.184256
0.72055 0.271258 -0.600454
0.627037 0.202188 -0.713274
0.522016 0.13301 -0.826174
0.221131 0.0392926 -0.940443
-0.270956 0.284287 -0.887509
-0.373517 0.340113 -0.82089
-0.510504 0.372972 -0.709689
-0.577817 0.463224 -0.586739
-0.517507 0.645462 -0.440396
-0.353619 0.828679 -0.293341
-0.215396 0.875315 -0.337187
-0.262923 0.818001 -0.472101
-0.333744 0.715112 -0.584801
-0.624356 0.451381 -0.643124
-0.728299 0.371046 -0.587867
-0.820576 0.290845 -0.51011
-0.912784 0.176669 -0.376333
-0.959115 0.0629037 -0.264663
-0.971216 -0.0732398 -0.163992
-0.915708 -0.367558 -0.0518124
-0.609558 -0.727862 -0.207038
-0.43845 -0.794445 -0.329251
-0.301423 -0.781984 -0.496458
-0.161294 -0.247924 -0.932156
-0.159901 -0.077776 -0.9656
-0.169483 0.115005 -0.954254
-0.121067 0.331058 -0.908853
0.0422385 0.502853 -0.829079
0.445833 0.506783 -0.714199
0.306237 0.448599 -0.849746
-0.00448804 0.479651 -0.896688
-0.153538 0.512313 -0.864044
-0.67339 0.622119 0.332047
-0.661644 0.531638 0.488983
-0.650541 0.40707 0.601035
-0.616686 0.271349 0.690811
-0.548632 0.101917 0.780787
-0.0945092 -0.551773 0.794429
0.0648931 -0.66381 0.705721
0.17832 -0.753614 0.594298
0.313519 -0.866057 0.337263
0.438612 -0.865101 0.125119
0.552948 -0.81882 -0.0422087
0.366772 -0.481032 -0.794248
0.242221 -0.153379 -0.95171
0.17478 0.0388075 -0.985604
0.0729108 0.208027 -0.974915
-0.119525 0.467244 -0.875068
-0.175942 0.53485 -0.808121
-0.232142 0.625148 -0.741148
-0.265275 0.704343 -0.651607
-0.391475 0.70321 -0.59642
-0.506413 0.668162 -0.529982
-0.711889 0.643816 -0.26236
-0.814776 0.574978 -0.0725565
-0.943347 0.301587 0.0159612
-0.96669 0.176705 0.138988
-0.967421 0.0179919 0.250924
-0.855051 -0.355191 0.374622
-0.102326 -0.972169 0.255824
0.184304 -0.992282 0.134452
0.390947 -0.945094 0.0013908
0.504778 -0.819595 -0.345228
0.55103 -0.615215 -0.591332
0.597815 -0.47872 -0.669344
0.680283 -0.262416 -0.690973
0.868295 0.0118206 -0.510026
0.948866 -0.134686 -0.307834
0.900539 -0.407367 -0.263608
0.807284 -0.589679 -0.185963
0.690636 -0.613671 -0.37737
0.574522 -0.614922 -0.523907
0.412639 -0.605237 -0.648325
0.0553261 -0.574707 -0.774061
-0.52968 -0.444001 -0.688253
-0.71208 -0.354836 -0.566093
-0.814057 -0.287589 -0.432194
-0.904387 -0.197554 -0.309403
-0.971107 -0.0618942 -0.16398
-0.45603 0.850543 -0.159493
-0.294682 0.908743 -0.203168
-0.0992616 0.944539 -0.280265
0.0266422 0.922968 -0.346688
0.106403 0.889616 -0.413439
0.174625 0.844823 -0.469071
0.277185 0.788997 -0.53569
0.666702 0.565841 -0.477198
0.770982 0.532946 -0.330778
0.773057 0.601247 -0.1289
0.692377 0.645781 -0.207882
0.634874 0.690557 -0.264283
0.577152 0.712642 -0.320709
0.507309 0.711864 -0.433296
0.390197 0.631156 -0.613555
0.308084 0.550849 -0.726309
0.283723 0.45979 -0.793835
0.291724 0.176131 -0.906183
0.392141 -0.185903 -0.86103
0.483925 -0.808139 -0.0538817
0.345959 -0.877392 0.0572063
-0.56124 -0.761049 0.163211
-0.580018 -0.590665 0.533213
-0.553918 -0.408703 0.724163
-0.505433 -0.226623 0.825582
-0.399483 -0.0440134 0.916185
-0.328613 0.138182 0.928073
-0.246036 0.365832 0.906456
0.0550364 0.742788 0.66228
0.135567 0.822843 0.550809
0.181345 0.845894 0.483883
0.238631 0.869053 0.417036
0.295888 0.880879 0.361388
0.375688 0.892847 0.238631
0.432253 0.881906 0.11569
0.488156 0.859531 -0.0857423
0.532649 0.814407 -0.242434
0.506835 0.711788 -0.500564
0.271928 0.470964 -0.849958
0.16417 0.140797 -0.996781
0.0136383 0.0599396 -1.02032
-0.139304 -0.338497 -0.954521
-0.0826993 -0.485372 -0.887022
-0.025798 -0.609543 -0.808286
0.0658962 -0.722017 -0.706879
0.181062 -0.811544 -0.571654
0.0439468 -0.948632 -0.247628
-0.09308 -0.961093 -0.0804212
-0.229989 -0.928221 0.0419914
