-0.343 -0.861007 0.243079
0.210326 -0.900959 0.437414
-0.122013 -0.847243 0.558508
-0.407171 -0.656971 0.657647
-0.626328 0.53209 0.601332
-0.359671 0.738813 0.603377
-0.140275 0.808964 0.616166
0.124098 0.868054 0.494724
0.0204506 0.90105 0.437995
-0.060545 0.945533 0.314168
-0.145346 0.955425 -0.302991
-0.215732 0.897919 -0.415641
-0.845046 0.18844 -0.577649
-0.982636 0.0512777 -0.32089
-1.02845 -0.10772 -0.0747357
-0.994016 -0.23202 0.0823202
-0.936264 -0.333398 0.250771
-0.832152 -0.400306 0.419575
-0.728436 -0.467275 0.532323
-0.547805 -0.749305 0.421161
-0.48145 -0.873695 0.208484
-0.369832 -0.929803 -0.205604
-0.187176 -0.86033 -0.506967
-0.0378597 -0.790994 -0.640399
0.111941 -0.687595 -0.75137
0.296989 -0.549771 -0.80601
0.784464 -0.272671 -0.589373
0.88986 -0.180776 -0.454026
0.948817 -0.123365 -0.330244
0.996324 -0.0433972 -0.228938
1.03105 -0.17898 -0.0158389
0.586149 -0.841362 -0.198954
0.458388 -0.8654 -0.334384
0.342461 -0.855292 -0.469696
0.215351 -0.811256 -0.60505
-0.644944 -0.603713 -0.498629
-0.792818 -0.514222 -0.376232
-0.894282 -0.40158 -0.231072
-0.984068 -0.254817 -0.108217
-1.01577 -0.0507817 0.0150963
-0.990034 0.142451 0.138792
-0.941934 0.267827 0.262571
-0.824367 0.461891 0.353265
-0.279843 0.943367 0.222976
-0.211048 0.966636 0.156208
-0.130714 1.00134 0.0783205
-0.0507858 1.002 -0.0108159
0.0178709 1.00259 -0.0663977
0.109199 0.992017 -0.155468
0.189098 0.981344 -0.233405
0.25732 0.93655 -0.289038
0.325463 0.891744 -0.355881
0.393418 0.83558 -0.433948
0.518344 0.711897 -0.500484
0.768956 0.453325 -0.510246
0.837346 0.351916 -0.46504
0.906141 0.284557 -0.408585
0.90796 0.375473 -0.27395
0.657733 0.690749 -0.286547
0.519915 0.768789 -0.354676
0.450418 0.779395 -0.433616
0.380516 0.75595 -0.523805
0.298354 0.686964 -0.658969
0.214977 0.515829 -0.82788
0.167223 0.401837 -0.918012
0.141963 0.208679 -0.974441
0.140392 0.0611603 -0.997027
0.161996 -0.0861164 -0.997033
-0.00336326 -0.802001 -0.628963
-0.161509 -0.995631 0.0536015
-0.262004 -0.90549 0.366905
-0.328141 -0.758409 0.579608
-0.429674 -0.611793 0.66875
-0.861076 0.110038 0.520806
-0.906735 0.222947 0.419715
-0.906222 0.358969 0.307754
-0.871103 0.49533 0.207241
-0.778332 0.64358 0.107136
-0.709043 0.734897 0.0180213
-0.616954 0.80374 -0.0709604
-0.524895 0.861249 -0.148744
-0.398339 0.907752 -0.215091
-0.2834 0.9428 -0.28153
-0.252234 0.806651 -0.572936
-0.276912 0.715542 -0.685307
-0.325526 0.54477 -0.820347
-0.294043 0.318044 -0.943686
-0.252751 -0.135412 -0.99993
-0.208277 -0.339137 -0.943784
-0.197816 -0.497792 -0.876614
-0.504991 -0.862667 0.118648
-0.558908 -0.715364 0.432331
-0.614277 -0.57962 0.555411
-0.646323 -0.386969 0.645078
-0.701002 -0.137832 0.712227
-0.790186 0.26958 0.566302
-0.812611 0.405398 0.465394
-0.765736 0.575892 0.353787
-0.638192 0.758492 0.242746
-0.407239 0.908059 0.154801
-0.119126 1.00147 0.0896108
-0.00443485 1.00249 0.0343453
0.0986393 0.99206 -0.0210119
0.0489184 0.911739 -0.436232
0.0132164 0.854584 -0.526222
-0.0109769 0.797537 -0.616133
-0.047084 0.706332 -0.717372
-0.0834084 0.592436 -0.818636
-0.0915206 -0.122544 -0.99881
-0.0700051 -0.303821 -0.96522
-0.083203 -0.587408 -0.819868
-0.0348349 -0.994422 0.0656824
0.392775 -0.910817 0.214442
0.7182 -0.658043 0.329045
0.766063 -0.532705 0.41919
0.837437 -0.3391 0.487146
0.82093 0.488691 0.286105
0.809362 0.556543 0.185201
0.797843 0.613075 0.106706
0.751769 0.657947 0.039173
0.701811 0.577588 -0.409681
0.689126 0.52065 -0.499513
0.664933 0.463604 -0.589424
0.616942 0.349574 -0.71319
0.542485 -0.116403 -0.848715
0.506516 -0.275556 -0.837918
0.44755 -0.45758 -0.79367
0.377698 -0.582972 -0.738227
0.284986 -0.708556 -0.660519
0.169445 -0.822999 -0.571746
0.0198916 -0.892372 -0.471948
-0.2096 -0.905766 -0.36143
-0.56466 -0.64831 -0.475703
-0.427317 -0.635799 -0.598065
-0.140766 -0.837178 -0.484203
-0.0367425 -0.938084 -0.281803
0.0907129 -0.970737 -0.112802
0.220856 -0.912334 0.314157
0.360621 -0.820139 0.427319
0.465809 -0.716948 0.517834
0.536877 -0.580034 0.619361
0.619385 -0.409038 0.664948
0.70206 -0.20403 0.688151
0.703601 -0.0678433 0.721936
0.707454 0.499189 0.498341
0.639044 0.623251 0.419526
0.616234 0.702366 0.340978
0.581668 0.747347 0.273524
0.535782 0.803578 0.217214
0.489628 0.848437 0.13847
0.443208 0.881926 0.0372902
0.385516 0.915344 -0.0303347
0.32737 0.926033 -0.131618
0.257419 0.913909 -0.244218
0.199055 0.901907 -0.345527
0.140474 0.867213 -0.446861
0.0817052 0.821161 -0.559419
0.0573736 0.741435 -0.638144
0.0212961 0.661563 -0.750582
-0.015058 0.536334 -0.840648
0.027795 0.287038 -0.952721
0.129259 0.0837681 -0.974658
0.150972 -0.0521628 -0.974652
0.182613 -0.460118 -0.829122
0.285865 -0.583804 -0.705225
